prices,times,price_change,time_diff,random_volume,volume,obv,atrue,hist_volatility,macd,adx,stoch,roc,moving_average,rsi,rolling_mean,rolling_std,upper_band,lower_band,label
2029.99,1701109210,-0.8099999999999454,2.0,894,179.80499999999998,-1218.815,0.45113828019417107,0.5449448001084801,0.06258133540445998,24.708776638430354,70.08032128514232,-0.022655076460884847,2030.364,-0.002984765882618207,2030.364,0.48890209976789,2031.3418041995358,2029.3861958004643,0
2030.61,1701109212,0.6199999999998909,2.0,222,45.30999999999995,-1173.505,0.46319983160886535,0.5498910981099953,0.08229251348235533,23.160378777912022,61.84738955823233,0.021673061861806016,2030.343,0.0015201991782883254,2030.343,0.46733398403188636,2031.277667968064,2029.4083320319362,1
2031.07,1701109214,0.4600000000000364,2.0,753,151.43,-1022.075,0.4629712722082347,0.5774327419092741,0.12252560978177857,21.807417289306727,67.2690763052204,0.05024506785547064,2030.3615000000002,0.004356895981372077,2030.3615000000002,0.4890299205134922,2031.3395598410273,2029.3834401589731,1
2031.65,1701109216,0.5800000000001546,2.0,463,93.49000000000008,-928.5849999999999,0.4713304670505147,0.6190279512232847,0.1808912204654264,21.147788920679524,89.55823293172637,0.10051192100946445,2030.4215,0.007602284067214906,2030.4215,0.5677404429190394,2031.556980885838,2029.286019114162,1
2031.96,1701109218,0.30999999999994543,2.0,118,24.354999999999976,-904.2299999999999,0.4598068622611883,0.7232238569438542,0.2299192612109097,20.833790642492193,99.39759036144626,0.05416424568902517,2030.5010000000002,0.008628265689904638,2030.5010000000002,0.6634114385822517,2031.8278228771646,2029.1741771228358,1
2032.49,1701109220,0.5299999999999727,2.0,621,125.06499999999998,-779.165,0.4648206578139586,0.8735531208489558,0.2840404166425743,21.0232337093774,100.0,0.06843582295308455,2030.6174999999998,0.01096575452115155,2030.6174999999998,0.7924171881021826,2032.2023343762041,2029.0326656237955,1
2032.12,1701109222,-0.37000000000011823,2.0,114,23.58500000000006,-802.75,0.45804775368439854,0.9499832271508216,0.28043343428988016,20.693471900856025,95.9562841530041,0.06943384333557497,2030.7009999999998,0.007061703148016242,2030.7009999999998,0.8590257639662072,2032.4190515279322,2028.9829484720674,0
